publish_date,headline_category,headline_text
20220217,city.noida,"Noida: Two take out 'toy gun'; snatch bike; held"
20220217,city.noida,"Noida: Man 'beaten to death' by mob over theft bid"
20220217,city.bengaluru,"Hijab row: Chaos; protests mar reopening of colleges"
20220217,city.mumbai,"Interest rates at bottom; further cuts unlikely: RBI"
20220217,city.mumbai,"HC: 2nd wife can't get pension if 1st marriage not void"
20220217,city.mumbai,"Crematorium for pets to be functional in 1 month at Dahisar"
20220217,city.mumbai,"techie loses 6l during online sale of furniture"
20220217,city.mumbai,"Weekly Covid positivity rate more than halves in Maharashtra as well as Mumbai"
20220217,city.mumbai,"Mumbai: Covid testing plunges; BMC says not enough suspects to test"
20220217,city.mumbai,"Covid vax move will help prevent wastage; increase coverage"
20220217,city.mumbai,"Education department: Are Mumbai schools ready for 100% offline attendance?"
20220217,city.mumbai,"No Rs 1 lakh bonus for resident doctors for pandemic work"
20220217,city.mumbai,"Covid: No deaths in Mumbai for 2nd day in a row; but up in state"
20220217,city.mumbai,"SC collegium nod for 10 advocates as HC judges"
20220217,city.mumbai,"Locals make BMC stop cementing around trees"
20220217,city.mumbai,"Money laundering case: Court orders to produce Kaskar"
20220217,city.mumbai,"More Aarey trees axed; greens protest"
20220217,city.mumbai,"Cops go after quacks; raid 24 pvt hospitals"
20220217,city.mumbai,"Sleep apnea is a potentially serious disorder: Doctors"
20220217,city.mumbai,"HC quashes FIR after mutual consent; asks 6 to serve elderly"
20220217,city.mumbai,"IDBI Bank rejigsops in line withprivate lenders"
20220217,city.mumbai,"Board; mgmt overhauled in last 6 years; says NSE"
20220217,city.mumbai,"Deshpande shines again"
20220217,city.mumbai,"IDBI Bank rejigops in line withprivate lenders"
20220217,city.mumbai,"SIT set up to trace woman suffering from Alzheimer's: Mumbai police"
20220217,city.mumbai,"Spl NIA court rejects bail plea of former cop"
20220217,city.mumbai,"Rash driving case against sr citizen quashed"
20220217,city.mumbai,"Sachin Waze's plea to quiz ex-Maharashtra minister again junked"
20220217,city.mumbai,"chembur area goes without power over 99cr arrears"
20220217,city.mumbai,"Mumbai: As Sanjay Raut attacks BJP again; Narayan Rane says he's rattled"
20220217,city.mumbai,"Mumbai: 5 held for selling fake negative reports to international flyers on arrival at airport"
20220217,city.mumbai,"Increase in no. of HSC; SSC exam centres"
20220217,city.mumbai,"Three plant 'drugs'; extort Rs 64 lakh from SoBo architect in Mumbai"
20220217,city.mumbai,"Maharashtra CM to seek governor nod to hold speaker poll before state budget"
20220217,city.mumbai,"Govt to inform fishermen on compensation"
20220217,city.mumbai,"Escalators; CCTVs at skywalks can help boost footfall in MMR: IIT-Bombay study"
20220217,city.navimumbai,"Water taxi service from Navi Mum to city starts today"
20220217,city.bengaluru,"Karnataka hijab row: 'Wearing of bindi; cross allowed; why not hijab?'"
20220217,city.chennai,"Man kills son-in-law in Tamil Nadu; tries to fake it as electrocution; held"
20220217,city.bengaluru,"Atmospheric pressure on Pluto surface 80k times less than Earth"
20220217,city.bengaluru,"Varsities asked to consider putting off semester exam"
20220217,city.bengaluru,"KIA gets global award for 2nd time"
20220217,city.bengaluru,"Suburban rail to run below Metro at Benniganahalli"
20220217,city.bengaluru,"Bengaluru: Coach supply delay from Chinese firm may hit Electronics City Metro operations"
20220217,city.bengaluru,"HC directs KSLU to fix mode; dates for exams"
20220217,city.bengaluru,"Mason gets 10-yr RI for raping 12-yr-old girl"
20220217,city.bengaluru,"2 varsities seek 12B status from UGC"
20220217,city.bengaluru,"Karnataka: KS Eshwarappa and DK Shivakumar almost come to blows over saffron flag issue"
20220217,city.bengaluru,"Ex-cop gets 5 years in jail for attempting to murder woman"
20220217,city.bengaluru,"Karnataka: 53 days on; Tumakuru flyover reopened for LMVs"
20220217,city.bengaluru,"Karnataka: ED nabs coop bank president for money laundering"
20220217,city.bengaluru,"Bengaluru: BBMP can remove flex banners; but can't slap penalty"
20220217,city.bengaluru,"Bengaluru: IISc lab lets monkeys play & work as scientists study"
20220217,city.bengaluru,"Woman hangs herself at home in Bengaluru after baby dies"
20220217,city.bengaluru,"Bappi Lahiri upped pep quotient of Sandalwood tunes"
20220217,city.bengaluru,"BJP govt withdraws order on noise levels in temples in Karnataka"
20220217,city.bengaluru,"869 hoarding frames still blot on Bengaluru; most in east zone"
20220217,city.bengaluru,"Bengaluru: Coach supply delay from Chinese firm may hit Electronics City Metro operations"
20220217,city.bengaluru,"Bengaluru: HIV positive man forces wife into unprotected sex for leaving him"
20220217,city.bengaluru,"Uniphore gets $400mn from NEA and others"
20220217,city.bengaluru,"Bengaluru has quarter of India's digital talent"
20220217,city.bengaluru,"Speedy delivery despite attrition; says Infy CEO"
20220217,city.bengaluru,"India needs a new digital law: Rajeev Chandrasekhar"
20220217,city.bengaluru,"Vukic; Purcell in last 8"
20220217,city.chennai,"Girl consumes pesticide at ashram in Tamil Nadu's Tiruvallur; dies"
20220217,city.chennai,"J'khand man arrested for the murder of elderly woman"
20220217,city.chennai,"Woman hurt as groups of students fight at Ponneri"
20220217,city.chennai,"Tamil Nadu: Rs 1 crore gold; Rs 25 lakh stolen in Dindigul; 11th heist by gang in 3 years; say cops"
20220217,city.chennai,"Six new judges for Madras HC"
20220217,city.chennai,"CM M K Stalin announces release of his memoir as he opens book fair in Chennai"
20220217,city.chennai,"Fraudster siblings from UP arrested"
20220217,city.chennai,"Chennai: Building material blocks students' way"
20220217,city.chennai,"DMK man's murder: Search on for key suspect Murugesan"
20220217,city.chennai,"Tamil Nadu CM MK Stalin to give medical kits to patient under health scheme"
20220217,city.chennai,"1-2 deer deaths at IIT-Madras every month: Forest department"
20220217,city.chennai,"Fresh Covid cases in Tamil Nadu drop marginally to 1;310"
20220217,city.chennai,"HC rejects PIL against high fee in privatemed colleges"
20220217,city.chennai,"Tamil Nadu: Drive to detect cancer cases early"
20220217,city.chennai,"Businessman gets four-year RI"
20220217,city.chennai,"Tackle menace of invasive species; HC tells Tamil Nadu govt"
20220217,city.chennai,"TN medicos in Ukraine in a fix amid threat of war with Russia"
20220217,city.chennai,"Storing energy"
20220217,city.chennai,"Robotic surgical unit at govt hosp"
20220217,city.chennai,"Remove all poll posters on walls or face action: Madras HC"
20220217,city.chennai,"TN okays BH series vehicle registration"
20220217,india,"Haryana lifts all Covid restrictions"
20220217,city.chennai,"Chennai: Aggrieved voters in slums decide to boycott civic poll"
20220217,city.chennai,"Corporations want to give up subordinate status"
20220217,city.chennai,"More flying squads to bar flow of cash"
20220217,city.chennai,"Chennai: Voters in resettled colonies seek better civic amenities"
20220217,city.chennai,"Performance of parties deciding factor for most first-timers keen on voting"
20220217,city.chennai,"Corpn lists 11 valid ID proof documents"
20220217,city.chennai,"ELGi Equipments to consolidate all plants under a single campus"
20220217,city.chennai,"SEC is silent on cash distribution to voters: Seeman"
20220217,city.chennai,"Wheels India targets 1/3rd sales from exports"
20220217,city.chennai,"Byju's launches network of offline tuition centres"
20220217,city.hyderabad,"Telangana budget may see record push for health allocation"
20220217,city.chennai,"M2P Fintech buys BSG ITSOFT"
20220217,city.hyderabad,"CBI books Navy engineer in DA case"
20220217,city.hyderabad,"T Singh Raja's 'bulldozing houses' remark earns him EC notice"
20220217,city.hyderabad,"Telangana: Yadadri temple security plan likely to cost Rs 15 crore"
20220217,city.hyderabad,"TRS hiring PK shows desperation: Eatala Rajender"
20220217,city.hyderabad,"Telangana: 16-year-old girl killed by mother; paramour over interfaith affair"
20220217,city.hyderabad,"MLC Kavitha gifts 10 scooters"
20220217,city.hyderabad,"Telangana: Not used to smooth ride; 'auto girl' Naramalla Sabita believes in charting own path"
20220217,city.hyderabad,"GHMC panel clears 29 proposals"
20220217,city.hyderabad,"File counter on court live streaming"
20220217,city.hyderabad,"Balakrishna merges party with BJP"
20220217,city.hyderabad,"GHMC toilets across Hyderabad out of order"
20220217,city.hyderabad,"Notify jobs first: Revanth"
20220217,city.hyderabad,"Five arrested with ganja"
20220217,city.hyderabad,"CBI needs strong evidence to nail Devireddy: Experts"
20220217,city.hyderabad,"GHMC to set up more street vending zones in Hyderabad"
20220217,city.hyderabad,"Juvenile homes to have e-hearings to stop court visits"
20220217,city.hyderabad,"DigiLocker can curb fake documents in universities: Telangana State Council of Higher Education"
20220217,city.hyderabad,"2 bike riders held for fatal accidents in Telangana"
20220217,city.hyderabad,"Telangana sees rise in Covid recoveries"
20220217,city.hyderabad,"Jeedimetla death: Dog squad sniffs for clues"
20220217,city.hyderabad,"Telangana universities told to enhance research"
20220217,india,"10 killed in Karnataka; Chhattisgarh accidents"
20220217,city.hyderabad,"Hyderabad: Woman gets 1-year jail for cheating"
20220217,city.hyderabad,"Cyient inks MoU with IIT-Hyderabad for private 5G networks CoE"
20220217,city.hyderabad,"AOC walls get a new lease of life"
20220217,city.hyderabad,"Foreign cigarettes seized at Hyderabad airport"
20220217,city.hyderabad,"AOC gears up to host 11th reunion in March"
20220217,city.kolkata,"West Bengal Covid positivity around 1%; lowest since pandemic began"
20220217,city.hyderabad,"Students at receiving end as RTC diverts buses to Jatara"
20220217,city.kolkata,"Bengal floats draft policy for schools based on PPP model"
20220217,city.hyderabad,"SIT all set to probe all-India certificate racket"
20220217,city.kolkata,"HC seeks SEC; Bengal reply to pleas for forces in civic polls"
20220217,city.hyderabad,"Resolute4IP to train 10k IP ambassadors"
20220217,city.kolkata,"State mulls short 2nd call for more bids on Tajpur"
20220217,city.kolkata,"Roy bowing to govt pressure: KLO leader"
20220217,city.kolkata,"Limited crowd allowed for third T20I"
20220217,city.kolkata,"State eyes tourism push via consultant"
20220217,city.kolkata,"Bengal look to tick all the boxes"
20220217,city.kolkata,"Srei co SEFL posts good recovery in Q3"
20220217,city.kolkata,"Tollywood films gained from King of Bling's Midas touch"
20220217,city.kolkata,"West Bengal: Shoe industry's hopes ride on 20 lakh little feet"
20220217,city.kolkata,"KKR name Shreyas as their captain"
20220217,city.kolkata,"Eastern Railway brings in Rs 767 crore 'Kavach' to ensure safe train trips in Bengal"
20220217,city.kolkata,"Kolkata: Few takers for school buses and pool cars"
20220217,city.kolkata,"Bappi Lahiri: Child prodigy who lived up to the promise & made it big"
20220217,city.kolkata,"For parents; anxiety tempers excitement"
20220217,city.kolkata,"Cops find lost med reports"
20220217,city.kolkata,"Construction waste recovery plant in Kolkata to start operations in April"
20220217,city.kolkata,"West Bengal: Wednesday reopening of some schools allays attendance fears of others"
20220217,city.kolkata,"Seminar on man-tiger conflict"
20220217,city.kolkata,"Two in CBI net for murder"
20220217,city.kolkata,"Metro smoke scare"
20220217,city.kolkata,"Kolkata: Police question taxi driver for Lee Road murder probe"
20220217,city.kolkata,"Bus hits bridge railing"
20220217,city.kolkata,"Saturday school experiment to give toddlers & parents a sneak peek"
20220217,city.kolkata,"School reopening; naka pose twin challenges in Kolkata: Pre-Covid routine for cops"
20220217,city.kolkata,"Kolkata: Four held after Sarsuna V-Day death"
20220217,city.kolkata,"'Queen has the best credentials"
20220217,city.bhopal,"Manuabhan Tekri rape & murder: CBI seeks DNA samples of 60 people"
20220217,city.bhopal,"Bhopal's Upper Lake left to shrink & choke? Garbage; encroachments on wetland"
20220217,city.bhopal,"Less than 1;500 new Covid cases again; three deaths in Madhya Pradesh"
20220217,city.bhopal,"No 27% OBC quota in 2019 main results: Madhya Pradesh high court orders MPPSC"
20220217,city.bhopal,"Mask up; Bhopal not yet out of Covid wave; positivity is still high above 10%"
20220217,city.bhopal,"Bappi Lahiri's heartstrings were connected to heart of India"
20220217,city.bhopal,"Satna man accused of abetting girl's suicide"
20220217,city.bhopal,"Bhopal: Ex-serviceman stabbed & robbed by 4 in Kamla Nagar"
20220217,city.bhopal,"Clouds push night temp to 13; Met predicts rain this week"
20220217,city.bhopal,"Kamal Nath seeks Bharat Ratna for Dr HS Gaur"
20220217,city.bhopal,"37;000 vaccinated against Covid in Madhya Pradesh; 2;400 caution jabs"
20220217,city.bhopal,"Governor Patel to inaugurate Khajuraho Dance festival"
20220217,city.bhopal,"Bhopal: Stray dogs bite 7-year-old; family that feeds them booked for driving away BMC squad"
20220217,city.bhopal,"Cop dies in Bhopal hospital"
20220217,city.bhopal,"Madhya Pradesh board Class 12 exam today; 104 centres in Bhopal"
20220217,city.bhopal,"65-yr-old woman kills self in Kolar"
20220217,city.bhopal,"Closure report on missing employees not needed for benefits to family"
20220217,city.bhopal,"Scindia urges rly minister to stop auction of narrow guage coaches"
20220217,city.bhopal,"Depressed over illness; youth kills self"
20220217,city.bhopal,"Skill Park to be named after Sant Ravidas; says Madhya Pradesh CM Shivraj Singh Chouhan"
20220217,city.bhopal,"HC notice to Lokayukta on not probing IFS officer"
20220217,city.bhopal,"Bhopal: Barkatullah University rolls back order on exam centre change"
20220217,city.bhopal,"3 men fire at history sheeter; injure him"
20220217,city.thiruvananthapuram,"Kerala: 12;223 new Covid cases; test positivity rate decreasing"
20220217,city.bhopal,"Flights expensive; Madhya Pradesh students in Ukraine in wait-and-watch mode"
20220217,city.thiruvananthapuram,"Govt withdraws its WFH order"
20220217,city.bhopal,"Faulty lift crushes technician to death"
20220217,city.thiruvananthapuram,"Devotees should follow protocols"
20220217,city.bhopal,"No headway in Jabalpur ATM robbery yet"
20220217,city.thiruvananthapuram,"'Mannarang' breathes new life to Bharat Bhavan wall"
20220217,city.bhopal,"Schools cannot stop students from taking exam over fee: DEO"
20220217,city.thiruvananthapuram,"Father; son found dead"
20220217,city.bhopal,"Centre; state submit report on gas victims' treatment"
20220217,city.thiruvananthapuram,"Free eye check up for sr citizens"
20220217,city.thiruvananthapuram,"Labour commissioner will hold talks on Feb 21"
20220217,city.ahmedabad,"Dollar shangar for Vardayini Mataji in Gandhinagar"
20220217,city.ahmedabad,"Higher the humidity; greater the spread of malaria in Ahmedabad: Study"
20220217,city.thiruvananthapuram,"Report on young woman's visit baseless: TDB"
20220217,city.ahmedabad,"80% drop in Covid cases in 15 days in Gujarat"
20220217,city.thiruvananthapuram,"Attukal Pongala amid strict Covid regulations today"
20220217,city.ahmedabad,"Gold price slides to Rs 51;100/10g"
20220217,city.thiruvananthapuram,"KIIFB gives approval for Parvathy Puthanar widening"
20220217,city.ahmedabad,"Ex-SAC director gets patent for SAR tech"
20220217,city.thiruvananthapuram,"Luxurious lounge 'The Bird' set to open at Trivandrum airport"
20220217,city.ahmedabad,"Bicycle rental service at Sabarmati riverfront shifts to high gear"
20220217,city.thiruvananthapuram,"Min takes a swipe at AMRUT-1 lapses"
20220217,city.ahmedabad,"Two swindled by 'helpers' at ATMs"
20220217,city.ahmedabad,"Man gets 10-year jail for raping minor daughter in Ahmedabad"
20220217,city.ahmedabad,"Man knifed for asking not to abuse"
20220217,city.ahmedabad,"Pre-schools to start today in Gujarat"
20220217,city.ahmedabad,"Ahmedabad: Chandola lake turns into hyacinth-covered dumpyard"
20220217,city.ahmedabad,"CNG pumps to be shut for 2 hours today in Gujarat"
20220217,city.ahmedabad,"2 held in Ramol for robberies"
20220217,city.ahmedabad,"BJ students to go on strike over inaction"
20220217,city.ahmedabad,"Immigration fraud: 22-year-old abducted; cheated of Rs 50 lakh in Ahmedabad"
20220217,business.india-business,"Indian startups working on software solutions for space debris management"
20220217,city.ahmedabad,"3 flights cancelled"
20220217,city.ahmedabad,"Gujarat: Census notes decrease in bird numbers at Nalsarovar"
20220217,city.ahmedabad,"Diplomacy takes off; Gujarat kids in Ukraine defer departure"
20220217,city.ahmedabad,"12;000km of roads to be resurfaced by December: Gujarat government"
20220217,city.ahmedabad,"Lion; female cub found dead in Gir"
20220217,city.ahmedabad,"MBBS eligibility: CISF man's son moves HC"
20220217,city.ahmedabad,"Man sitting outside his society beaten up in Sola"
20220217,city.ahmedabad,"Encroachments razed in city"
20220217,city.ahmedabad,"Woman files hit-and-run FIR against driver of luxury car"
20220217,city.ahmedabad,"Delayed med intake affects academic calendar"
20220217,city.ahmedabad,"Rohidasji Jayanti celebrated"
20220217,city.visakhapatnam,"Jahanvi takes lead"
20220217,city.ahmedabad,"One more RTO agent nabbed"
20220217,city.visakhapatnam,"Vizianagaram: Two teachers accused of inappropriate touching"
20220217,city.ahmedabad,"Ahmedabad: Offered milk late by wife; rage boils into triple talaq"
20220217,city.visakhapatnam,"Andhra Pradesh adds 3 more Covid deaths"
20220217,city.ranchi,"Doc: Lalu couldn't sleep at night; needs time to adjust"
20220217,city.ahmedabad,"MRO acquires 100% stake in Standard Air"
20220217,city.ahmedabad,"Fees not paid by govt; varsity refuses hall tickets"
20220217,city.ranchi,"Ranchi's active Covid cases below 500"
20220217,city.ahmedabad,"Govt assures HC it will appoint special prosecutor"
20220217,city.ranchi,"Edu min unhappy with dept's work; asks officials to pull up their socks"
20220217,city.ahmedabad,"Frame rules for laws enacted by assembly: CM Bhupendra Patel"
20220217,city.ranchi,"Report to be sent to UNICEF; WHO"
20220217,city.ahmedabad,"Gujarat HC pulls up man seeking MBBS slot 30 years after dropping out"
20220217,city.indore,"Lalwani urges MEA for safe and quick return of Indore students from Ukraine"
20220217,city.visakhapatnam,"Narrow win for Majestic"
20220217,city.indore,"Shubh mahurat back for wedding industry"
20220217,city.visakhapatnam,"Andhra Pradesh: Covid cases in teens; youth more common in third wave"
20220217,city.indore,"BEd colleges not giving info on SC/ST dropouts"
20220217,city.ranchi,"CPI demands curbs on illegal mining"
20220217,city.indore,"DAVV affiliated colleges fail to upload data within deadline"
20220217,city.ranchi,"Lalu's lawyers likely to plead for lighter sentence"
20220217,city.indore,"Milk sales in Indore jump by 10-15%"
20220217,city.indore,"Fake talcum powder factory busted"
20220217,city.ranchi,"Cervical cancer screening boost for dist hosps soon"
20220217,city.indore,"Five arrested for abetment to suicide"
20220217,city.mysuru,"Veteran politician H D Chowdaiah passes away"
20220217,city.ranchi,"680 migratory birds spotted in Patratu dam"
20220217,city.mysuru,"3% cancer cases found in kids: Doc"
20220217,city.indore,"Swachh Indore ready to start Asia's biggest bio-CNG plant"
20220217,city.mysuru,"CFTRI to hold webinar on food processing"
20220217,city.mysuru,"ZP will track work quality in last three months of fiscal"
20220217,city.indore,"Parents want conventional classes from next session"
20220217,city.mysuru,"King's Command wins feature race"
20220217,city.indore,"Industries want power charges as per actual consumption"
20220217,city.raipur,"'Jan Darshan' in Maoist-hit Abujhmad to ensure last-mile delivery of services"
20220217,city.indore,"No new case in Burhanpur; 7 districts report new cases in single digit"
20220217,city.raipur,"Moot court contest from tomorrow"
20220217,city.indore,"104 new Covid cases surface"
20220217,city.raipur,"17 fall ill after feast in Surguja; hospitalised"
20220217,city.indore,"45-year-old killed in road mishap"
20220217,city.vijayawada,"Shaik Rasheed felicitated"
20220217,city.indore,"Indore: Man kills grandmother; chops off her feet to take silver anklets"
20220217,city.vijayawada,"Pig farmer found dead in Guntur"
20220217,city.mysuru,"Confident of retaining MCC: BJP"
20220217,city.vijayawada,"Andhra Pradesh CM YS Jagan Mohan Reddy directs officials to raise state-owned revenues"
20220217,city.mysuru,"Mysuru DC to hear grievances of Karpuravalli village residents"
20220217,city.mysuru,"Permit only Kodavas to keep rifles; says CNC"
20220217,city.vijayawada,"Fazul Rahman named VC of Urdu university"
20220217,city.mysuru,"Sari-clad robot waitress serves customers at restaurant in Mysuru"
20220217,city.vijayawada,"MP; kin create ruckus at police station in Vijayawada"
20220217,city.mysuru,"Mysuru City Corporation plans to launch drive to recover its encroached land"
20220217,city.udaipur,"Tourism dept move to boost herbal gulal"
20220217,city.raipur,"6 women killed in accident near Raipur; four critically injured"
20220217,city.jaipur,"Central team checks crop loss in Jaisalmer"
20220217,city.raipur,"Withdraw cases against lawyers over Raigarh tussle: BCI"
20220217,city.jaipur,"IAS officer transferred; RAS placed under APO"
20220217,city.raipur,"Expect showers in north CG: Met"
20220217,city.jaipur,"Missing for 2 days; youth's body found in water tank"
20220217,city.raipur,"Abducted engg reunites with family"
20220217,city.jaipur,"It's raining jobs & perks in premier institutes"
20220217,city.vijayawada,"Bid to rob police vehicle foiled"
20220217,city.jaipur,"Rajasthan: BJP makes list of MLAs who didn't turn up for REET stir"
20220217,city.vijayawada,"Andhra Pradesh: Nitin Gadkari to inaugurate big projects; 2nd flyover today"
20220217,city.jaipur,"Health dept's mega drive tocheck food adulteration"
20220217,city.vijayawada,"Andhra Pradesh high court closes suo moto petition in Dr K Sudhakar case"
20220217,city.jaipur,"Raj final plan for FASTag facilities sent to Centre"
20220217,city.vijayawada,"Andhra Pradesh CM YS Jagan Mohan Reddy begins Rajya Sabha exercise"
20220217,city.jaipur,"Captain Menaria exudes confidence ahead of Rajasthan vs Andhra game"
20220217,city.vijayawada,"Andhra Pradesh: Electrosteel Castings to set up unit in Srikalahasti"
20220217,city.jaipur,"Man held for killing friend in Jaipur; staging suicide drama to mislead cops"
20220217,city.jodhpur,"Varsity denies medal to exam topper citing rules"
20220217,city.jaipur,"55-year-old advocate injured after assault in Jaipur"
20220217,city.jaipur,"NGT notices over Nahargarh business activities order violation"
20220217,city.surat,"Accused sent to three-day police remand"
20220217,city.jaipur,"Rajasthan: Priest uses trident to kill self in Bundi shrine"
20220217,city.jaipur,"Aspiring women entrepreneurs of Rajasthan want level-playing field"
20220217,city.surat,"Covid-19: Daily tests down from 23;000 to 9;000"
20220217,city.jaipur,"Rajasthan minority panel chief bats for uplift of all groups"
20220217,city.surat,"Pandesara units to go clean; swap solar for coal"
20220217,city.jaipur,"Rajasthan: 25% of total Covid cases in January and February"
20220217,city.jaipur,"Canteens launched in state prisons"
20220217,city.mangaluru,"Dist Prison inmates develop nursery; make handicrafts"
20220217,city.jaipur,"Rajasthan CM Ashok Gehlot slams Centre for failing to double farmers' income"
20220217,city.mangaluru,"Announcements in Tulu win hearts of passengers on flights"
20220217,city.jaipur,"Jaipur: Councillors of Murlipura stage stir over civic woes"
20220217,city.mangaluru,"1 in 10 kids with cancer gets full treatment"
20220217,city.nashik,"Nashik: Businessman neighbour held for murder of YCMOU ex-registrar; doctor son"
20220217,city.jaipur,"2 Rajasthan Housing Board officials arrested for taking bribe"
20220217,city.nashik,"Bike-borne couple mowed down by truck in Nashik city"
20220217,city.surat,"AAP stages 'white protest' against councillors' defection"
20220217,city.nashik,"Sinnar taluka to focus on 2nd vax dose"
20220217,city.surat,"Vehicle mows leopard to death"
20220217,city.nashik,"Nashik city mandals warned against playing loud music"
20220217,city.surat,"Ex-lover threatens VNSGU staffer"
20220217,city.allahabad,"Women feel safe under Yogi govt"
20220217,city.allahabad,"Prayagraj: 9 lakh converge at Sangam for Maghi Purnima snan"
20220217,city.surat,"Asked to get his own food; man kills 11-year-old in Surat"
20220217,city.mangaluru,"Hijab row: PU students worried about preparations for exams"
20220217,city.hubballi,"ROB at Navalur will be ready by June; say authorities"
20220217,city.mangaluru,"Assault alleged: 6 transgenders held"
20220217,city.mangaluru,"Academicians decry external forces manipulating teenage minds"
20220217,city.hubballi,"Driving test at Navanagar peeves Hubballi residents"
20220217,city.nashik,"Nashik HSC & SCC examinees seek counsellors' help to overcome exam fear"
20220217,city.hubballi,"Delay prompts govt to consider terminating contract with MARG"
20220217,city.nashik,"Various Nashik city roads to be redeveloped over next 2 months"
20220217,city.hubballi,"Court orders seizure of DC's govt car to compensate farmer"
20220217,city.hubballi,"Channaveera Kanavi: A huge icon of Dharwad; forever indebted to the city"
20220217,city.nashik,"NMC starts preparing ward-wise electoral rolls"
20220217,city.allahabad,"Parties seek Muslim votes; but refrain from giving them ticket"
20220217,city.chandigarh,"Chandigarh Housing Board seeks green clearance for IT Park housing project"
20220217,city.chandigarh,"Vehicles set to lift market waste; carts to be binned?"
20220217,city.allahabad,"AU expels student over ragging plaint"
20220217,city.chandigarh,"sec 44 resident duped of 55l"
20220217,city.hubballi,"Kannada poet Channaveera Kanavi dies at 93"
20220217,city.chandigarh,"Civic body's F&CC to hold year's first meet on Feb 24"
20220217,city.hubballi,"Veteran TOI distributor Jadav dies"
20220217,city.chandigarh,"Chandigarh records 57 Covid cases & 2 deaths"
20220217,city.hubballi,"Hijab row: Prohibitory orders clamped around schools; colleges in Hubballi-Dharwad"
20220217,city.chandigarh,"Vacate colony no. 4 in 2 months; UT tells slum dwellers"
20220217,city.rajkot,"12 test positive for Covid-19 in Rajkot"
20220217,city.hubballi,"Indira Glass House likely to reopen soon"
20220217,city.rajkot,"Cops nab two jewellery thieves in Surendranagar"
20220217,city.hubballi,"Tributes to poet pour in from all corners"
20220217,city.rajkot,"Gondal woman accuses PGVCL employee of rape"
20220217,city.chandigarh,"Remove bar to sell sites on freehold; says Chandigarh Housing Board"
20220217,city.shimla,"Farmers oppose Mandi's Balh valley airport project"
20220217,city.chandigarh,"Survey raises feral cattle alarm at Sukhna"
20220217,city.madurai,"Sathankulam case: Court dismisses cop's bail petition"
20220217,city.madurai,"Strengthen DMK to keep BJP at bay"
20220217,city.chandigarh,"Roorkee man held for Canada air ticket fraud"
20220217,city.chandigarh,"2 held with ganja; banned vials"
20220217,city.madurai,"Court: Can't reject med claim on flimsy technical grounds"
20220217,city.chandigarh,"CSIO transfers e-Sense tech to Chennai firm"
20220217,city.chandigarh,"Multimillion; multi-purpose Raj Angad Bawa set for Ranji Trophy debut"
20220217,city.madurai,"Goods worth lakhs destroyed in Madurai fire accidents"
20220217,city.patna,"Bihar CM Nitish Kumar opens Rajgir zoo safari; thanks PM Modi for lions from Gujarat"
20220217,city.chandigarh,"Sub-committees formation delayed"
20220217,city.rajkot,"Rajkot: 3 arrested for vandalism in residential society"
20220217,city.patna,"AICTE awards research project to CUSB teachers"
20220217,city.patna,"Lok Sabha Speaker Om Birla to address joint meeting of Bihar legislators on February 17"
20220217,city.rajkot,"Many come forward with plaints against cops"
20220217,city.patna,"Bihar Board Matric Exams 2022: 16.48 lakh pupils to write class 10 exams from February 17"
20220217,city.rajkot,"Gujarat: Furniture park may be outside SIPC"
20220217,city.patna,"Bihar CM Nitish Kumar opens Rajgir zoo safari; thanks PM for lions from Gujarat"
20220217,city.shimla,"Himachal Pradesh government forms STF against single use plastics"
20220217,city.patna,"Bihar: Show-cause notice issued to Bhagalpur doctor"
20220217,city.madurai,"CPM hopes to cash in on stir against Tasmac"
20220217,city.patna,"Govt procures record 44.91L MT paddy"
20220217,city.madurai,"13 fresh Covid cases in Madurai; 30 in Trichy"
20220217,city.patna,"Chirag flays govtfor lathicharge on LJP functionaries"
20220217,city.madurai,"Centre's science fest at American College"
20220217,city.kanpur,"Akhilesh lashes out at cops stopping crowd near stage"
20220217,city.madurai,"OPS to CM: Don't allow AFRs in Kudankulam"
20220217,city.patna,"9-member SIT to probe Gai Ghat shelter home case"
20220217,city.kanpur,"UP moving towards new horizon of progress under BJP govt; says CM"
20220217,city.patna,"Talk to ASHAs;HC tells govt"
20220217,city.kanpur,"PGV: Tall claims of 'Swachh Bharat Abhiyan' lie exposed"
20220217,city.patna,"Bihar: Majority of active Covid cases in urban areas"
20220217,city.kanpur,"Man gets 10-yr jail for dowry death"
20220217,city.patna,"SIDBI inks MoUs with industries dept; BIADA"
20220217,city.kanpur,"11-day Brahmotsava ends"
20220217,city.kanpur,"Olympic Regd wins Kalawati Memorial Cricket Tournament"
20220217,city.patna,"Farmers disrupt train traffic"
20220217,city.ludhiana,"Assets of 8 MLAs re-contesting hiked by more than 20%: ADR"
20220217,city.patna,"Bihar: Jewellery worth Rs 10 lakh looted in Nalanda"
20220217,city.ludhiana,"Two burgle garment shop at Kailash Nagar Chowk"
20220217,city.patna,"Minister lays stone for ROB"
20220217,city.patna,"Bihar: RJD chief's son Tej Pratap Yadav will take out 'nyay yatra'"
20220217,city.ludhiana,"28-yr-old ends life; spouse; in-laws held for dowry death"
20220217,city.kanpur,"21-year-old woman gang-raped by tannery contractor; aide"
20220217,city.ludhiana,"Schoolkids to take part in drive to recycle milk packets"
20220217,city.kanpur,"SP is not anywhere closeto 'samajwad'; says Rajnath Singh"
